Judul,Industri,Tipe,Kategori,Tanggal_Post,Berlaku_Hingga,Perusahaan,Website_Perusahaan,Logo_Perusahaan,Alamat,Kota,Provinsi,Negara,Latitude,Longitude,Gaji_Min,Gaji_Max,Gaji_Currency,Gaji_Unit,Skills,Pengalaman_Bulan,Pendidikan,Deskripsi,Tentang_Perusahaan,Benefit,Apply_Langsung,Link
Data Analyst,Information Technology and Services,CONTRACTOR,Data Analyst,2026-02-06T10:29:27.222Z,2026-04-13,PT. Quad Sinergi Teknologi,https://quadteknologi.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/dc87c121cdcb0c0b1e2ce2d04be14de7.png,"Jl. Meruya Ilir Raya No.14 Blok H1, North Meruya, Kembangan, West Jakarta City, Jakarta 11620",Jakarta Barat,DKI Jakarta,ID,-6.19861,106.74167,6000000.0,7500000.0,IDR,MONTH,"Power BI, SQL, Python, Tableau, Redis, Microsoft SQL Server, Microsoft Excel, Statistics, Data Analysis, Data Visualization",36.0,bachelor degree,"Data Analyst 
 PT. Quad Sinergi Teknologi (QST) adalah perusahaan IT Solution yang berfokus pada penyediaan solusi infrastruktur teknologi, jaringan, dan sistem yang inovatif dan tepat guna bagi klien kami. Saat ini kami membuka kesempatan bagi talenta terbaik untuk bergabung sebagai Data Analyst. 
 Tanggung Jawab: 
 - Menganalisis kebutuhan teknis klien terkait solusi pengolahan data. 
 - Menyusun solusi teknis dan desain arsitektur sesuai kebutuhan klien. 
 - Mampu memberikan presentasi dan penjelasan teknis kepada klien menjadi nilai tambah. 
 - Mengikuti perkembangan teknologi dan produk terbaru di bidang pengolahan data. 
 Kualifikasi: 
 - Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Matematika / Statistik, sejenis. 
 - Pengalaman minimal 2-5 tahun sebagai Engineer Data (Data Analyst, Scientist, Engineer). 
 - Mampu mengolah data, membersihkan data, membuat report/dashboard/visualisasi. 
 - Memiliki pengetahuan dan keahlian pada Python (pandas, matplotlib, pytorch, etc..)/R, SQL, PowerBI/Tebleu, Machine learning, Big Data, Jupyter Notebook. 
 - Mengerti sistem data warehouse, ETL, Datalake, etc. 
 - Memiliki kemampuan dan pengetahuan teknologi contenerized (kubernetes, docker, etc..) menjadi nilai tambah. 
 - Memiliki pengetahuan ERD, dan biasa bekerja dengan konsep SDLC. 
 - Memiliki pemahaman yang kuat terhadap proses bisnis. 
 - Mampu melakukan presentasi teknis dengan baik. 
 - Memiliki kemampuan komunikasi dan analisis yang baik. 
 - Memiliki sertifikasi terkait menjadi nilai tambah. 
 Benefit: 
 - Gaji kompetitif 
 - Lingkungan kerja profesional dan kolaboratif 
 - Kesempatan pengembangan skill & karier 
 - Terlibat langsung dalam project IT berskala enterprise","PT Quad Sinergi Teknologi (QST) adalah perusahaan teknologi informasi yang berdiri sejak 2014, berfokus pada penyediaan solusi infrastruktur IT, keamanan jaringan, cloud system, dan data analytics. 
QST terdiri dari profesional berpengalaman yang berkomitmen memberikan solusi bernilai bagi klien dengan mengintegrasikan infrastruktur dan arsitektur data melalui perencanaan yang matang. 
 Tujuan QST adalah membantu klien mencapai target bisnis melalui solusi teknologi yang agile, aman, efisien, dan berperforma tinggi. 
Mereka menyediakan layanan seperti: 
 
 Transformasi dan integrasi infrastruktur bisnis penting (critical-business system) 
 Cloud architecture, hyper-converged, colocation, dan microservices 
 Solusi keamanan jaringan (firewall, SD-WAN, IAM, SIEM) 
 Data management dan big data analytics (machine learning, predictive analytics, RPA) 
 Preventive & corrective maintenance serta managed services","bpjs tenaga kerja insurance and health, professional development, medical coverage, career growth",True,https://glints.com/id/opportunities/jobs/data-analyst/c76020aa-e7c5-43c6-9f3e-87658370baf3
,,,,,,,,,,,,,,,,,,,,,,,,,,https://glints.com/id/opportunities/jobs/data-analyst/f1cb20db-58e8-4ea1-8ad4-a1bfa5a13454
Data Analyst,Retail,FULL_TIME,Data Analyst,2026-03-30T07:17:56.977Z,2026-04-30,Bwbyaz,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0aedf1ddf1b99371797989c8adeb98b5.jpg,"Ruko Golden Square, Jl. Ciater Raya GS-09, Mekar Jaya, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,ID,-6.30694,106.67917,,,,,"Market Trends, Microsoft Excel, Power BI, Data Visualization, Problem Solving, Data Analysis, Google Sheets, Statistics, Analytical Skills",12.0,bachelor degree,"Tanggung Jawab: 
 
 Mengumpulkan, mengolah, dan menganalisis data dari berbagai sumber untuk mendukung kebutuhan bisnis. 
 Menganalisis data penjualan dari platform e-commerce serta data performa media sosial untuk mendukung kebutuhan bisnis. 
 Menyusun laporan rutin dan ad-hoc yang akurat, jelas, dan tepat waktu. 
 Membuat visualisasi data yang informatif menggunakan  Power BI  untuk mendukung pengambilan keputusan. 
 Mengembangkan serta mengoptimalkan sistem pelaporan dan pengolahan data. 
 Mengidentifikasi tren, pola, dan  insight  dari data untuk mendukung strategi perusahaan. 
 Berkolaborasi dengan tim terkait (Marketing, Finance, Operasional, dll) dalam menyediakan data yang relevan. 
 Menjaga kualitas, keamanan, dan kerahasiaan data perusahaan. 
 
 
 Kualifikasi: 
 
 Pendidikan minimal S1 Statistika, Matematika, Teknik Informatika, atau jurusan terkait. 
 Memiliki pengalaman minimal 1 tahun di bidang yang relevan (fresh graduate dengan pengalaman dan skill relevan dapat dipertimbangkan). 
 Menguasai teknik pengolahan data dan analisis statistik menggunakan  Microsoft Excel ,  Google Sheets , dan  Power BI , serta tools analisis data lainnya. 
 Memahami teknik  market research . 
 Terampil menyajikan visualisasi data yang informatif, menarik, dan mudah dipahami. 
 Komunikatif, teliti, jujur, bertanggung jawab, memiliki kemampuan problem solving yang baik, dan memiliki inisiatif tinggi serta proaktif dalam bekerja 
 Mampu bekerja sama dan berkoordinasi dengan tim divisi lain. 
 Mampu belajar secara otodidak, serta memiliki inisiatif dalam bekerja.",Bwbyaz - daily outfit,"medical coverage, work station, free food and beverages, housing",True,https://glints.com/id/opportunities/jobs/data-analyst/e6f35401-d9a6-4bba-872a-2e29178d5a93
Data Analyst,Retail,FULL_TIME,Data Analyst,2026-03-23T02:07:03.313Z,2026-04-23,PT. Adimahaka Garuda Indomakmur,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/150f31558ac78e0b5cdc25f9dbbaada7.png,"Jl. Suryopranoto no 34, Gunung Ketur, Pakualaman, Yogyakarta Kota",Yogyakarta,DI Yogyakarta,ID,-7.79917,110.37556,2400000.0,3000000.0,IDR,MONTH,"Tableau, Data Analysis, Data Visualization, Python, Microsoft SQL Server, Power BI, Microsoft Excel, SQL, Statistics",12.0,bachelor degree,"Halo! Kami dari Adimahaka Garuda Indomakmur 👋 
 Saat ini kami membuka peluang untuk kamu yang ingin berkembang di bidang Marketing & Sales dan siap terlibat langsung dalam peran yang dinamis serta penuh tantangan di perusahaan yang memiliki basis Digital Marketing dan ber-pusat di Yogyakarta. 
 Di posisi ini, kamu akan berperan dalam mengembangkan strategi pemasaran, membangun relasi dengan klien, serta menjadi bagian dari proses pertumbuhan bisnis bersama tim yang terus berkembang. 
 
 Kualifikasi : 
 
 Pendidikan minimal S1 di bidang Statistik, Matematika, Ekonomi, Teknik Informatika, Sistem Informasi, atau jurusan terkait. 
 Pengalaman minimal 1 tahun 
 Menguasai SQL untuk query database 
 Mahir menggunakan Excel (pivot table, lookup, formula lanjutan). 
 Menguasai tools visualisasi data: Tableau, Power BI, atau Google Data Studio 
 Familiar dengan Python untuk analisis data. 
 Kemampuan berpikir analitis & problem solving. 
 Teliti, detail-oriented, dan mampu bekerja dengan data besar. 
 Kemampuan komunikasi yang baik untuk menyampaikan insight ke tim non-teknis. 
 Kolaborasi dengan tim lintas divisi (finance, marketing, product, dll). 
 
 Jobdesk : 
 
 Mengumpulkan, mengolah, dan membersihkan data 
 Menganalisis data untuk menemukan pola dan insight 
 Membuat laporan dan dashboard data 
 Menyajikan hasil analisis untuk mendukung pengambilan keputusan 
 Berkolaborasi dengan tim terkait untuk kebutuhan data 
 
 
 Kenapa harus bergabung bersama kami?  
 
 Lingkungan kerja yang dinamis dan mendukung pengembangan diri 
 Exposure terhadap berbagai industri dan model bisnis 
 Peluang untuk berkembang seiring dengan kebutuhan dan performa kerja 
 
 
 Jika kamu sedang mencari langkah berikutnya dalam kariermu, ini bisa jadi kesempatan yang tepat untuk kamu. Kami menantikan kamu untuk bertumbuh bersama.","Hai! Adimahaka Garuda Indomakmur di sini. 
 Kami fokus membantu talenta menemukan peluang kerja yang benar-benar sesuai, terutama untuk posisi marketing, sales, dan peran profesional lainnya. 
 Kami bekerja sama dengan perusahaan mitra terpercaya untuk menghadirkan proses rekrutmen yang lebih transparan, terarah, dan relevan dengan kebutuhan industri, dan saat ini kami merupakan bagian dari PT. Satyalaksana Sangkala Adikarim Perkasa (Yogyakarta). 
 Jadi kalau kamu lagi cari langkah karier berikutnya, kamu ada di tempat yang tepat.","travel, medical coverage, professional development, meal allowance financial benefits, user defined, bpjs tenaga kerja insurance and health, gifts and vouchers, thr financial benefits, career growth",True,https://glints.com/id/opportunities/jobs/data-analyst/d071df91-595f-4f0a-a199-3a34d23de817
Data Analyst,Retail,FULL_TIME,Data Analyst,2026-03-12T07:50:31.738Z,2026-04-12,Nusantara Sakti Group,https://www.nusantara-sakti.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b4b6d4378e7834800bf5395c8685ce8d.jpg,"Gedung The Victoria Lantai 5-6 Jl. Tomang Raya Kav. 35-37, RT.12/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",Surabaya,Jawa Timur,ID,-7.27278,112.71917,7000000.0,8500000.0,IDR,MONTH,"Analytical Skills, SQL, Microsoft Excel, Statistics, Data Analysis, Data Visualization, Tableau, Business Analysis, Business Development, Business Strategy, Business Process Improvement",,bachelor degree,"Qualifications : 
 
 Pendidikan minimal S1 jurusan  Statistika, Matematika, Accounting, Aktuaria, Ekonomi, Sistem Informasi,  dan jurusan relevan lainnya 
 Menguasai Excel minimal intermediate , kemampuan SQL / Power BI / Tableu menjadi nilai tambah 
 Mampu menganalisa data dalam jumlah besar dan membuat  forecasting 
 Komunikatif dan  Detail-oriented 
 Inisiatif dan mampu bekerja lintas tim/divisi 
 Memiliki ketertarikan dan pemahaman tentang dunia bisnis 
 Memahami  Business Process Management  menjadi nilai tambah 
 Memiliki pengalaman sebagai  Data analyst  menjadi nilai tambah 
 
 
 Jobdesc : 
 
 Melakukan analisa data pencapaian dan alur proses dari sebuah bisnis 
 Bertanggung jawab terhadap pencapaian bisnis 
 Mampu mengolah, menganalisa, mengintepretasi, dan memvisualisasi data sesuai bisnis/divisi yang menjadi tanggung jawab 
 Memberikan insight strategis dan  actionable  untuk meningkatkan efisiensi dan efektivitas 
 Menerjemahkan konsep improvement bisnis menjadi kebutuhan sistem (system requirement) 
 Berkoordinasi dengan tim IT untuk memastikan pemahaman kebutuhan sistem sesuai dengan konsep bisnis 
 Melakukan analisa ulang apabila hasil penerapan belum sesuai ekspektasi, sehingga terbentuk pola continuous development / continuous improvement agar sistem dan proses terus berkembang secara berkelanjutan. 
 Membangun hubungan kerjasama internal dan eksternal 
 Mempersiapkan laporan bulanan, triwulan, dan tahunan","Nusantara Sakti Group adalah perusahaan yang bergerak di berbagai unit usaha. 
 Beberapa unit usahanya ialah : 
 
 Dealer Resmi Sepeda Motor Honda 
 Bengkel Resmi Sepeda Motor Honda (AHASS) 
 Pembiayaan Multiguna Motor (M2W) 
 Pembiayaan Multiguna Mobil (M4W) & Mortgage 
 Jasa Pengiriman dan Ekspedisi 
 Distibutor (Honda Genuine Parts, Honda Genuine Oil, Indoparts, Federal Oil, Pertamina Oil) 
 Property 
 Ivaro Furniture","medical coverage, thr financial benefits, career growth",True,https://glints.com/id/opportunities/jobs/data-analyst/6f1110d9-b2b5-426f-9edd-9e3c03bf9a8d
Data Analyst,Retail,FULL_TIME,Data Analyst,2026-03-12T07:41:09.462Z,,Nusantara Sakti Group,https://www.nusantara-sakti.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b4b6d4378e7834800bf5395c8685ce8d.jpg,"Gedung The Victoria Lantai 5-6 Jl. Tomang Raya Kav. 35-37, RT.12/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",Semarang,Jawa Tengah,ID,-6.98056,110.42139,7000000.0,8500000.0,IDR,MONTH,"Business Development, Data Visualization, Business Analysis, SQL, Microsoft Excel, Process Improvement, Data Analysis, Business Intelligence, Statistics, Business Process Improvement, Business Strategy, Tableau, Analytical Skills",,bachelor degree,"Qualifications : 
 
 Pendidikan minimal S1 jurusan  Statistika, Matematika, Accounting, Aktuaria, Ekonomi, Sistem Informasi,  dan jurusan relevan lainnya 
 Menguasai Excel minimal intermediate , kemampuan SQL / Power BI / Tableu menjadi nilai tambah 
 Mampu menganalisa data dalam jumlah besar dan membuat  forecasting 
 Komunikatif dan  Detail-oriented 
 Inisiatif dan mampu bekerja lintas tim/divisi 
 Memiliki ketertarikan dan pemahaman tentang dunia bisnis 
 Memahami  Business Process Management  menjadi nilai tambah 
 Memiliki pengalaman sebagai  Data analyst  menjadi nilai tambah 
 Penempatan  Jakarta Barat  dan  Tangerang 
 
 
 Jobdesc : 
 
 Melakukan analisa data pencapaian dan alur proses dari sebuah bisnis 
 Bertanggung jawab terhadap pencapaian bisnis 
 Mampu mengolah, menganalisa, mengintepretasi, dan memvisualisasi data sesuai bisnis/divisi yang menjadi tanggung jawab 
 Memberikan insight strategis dan actionable untuk meningkatkan efisiensi dan efektivitas 
 Menerjemahkan konsep  improvement  bisnis menjadi kebutuhan sistem  (system requirement ) 
 Berkoordinasi dengan tim IT untuk memastikan pemahaman kebutuhan sistem sesuai dengan konsep bisnis 
 Melakukan analisa ulang apabila hasil penerapan belum sesuai ekspektasi, sehingga terbentuk pola  continuous development / continuous improvement  agar sistem dan proses terus berkembang secara berkelanjutan. 
 Membangun hubungan kerjasama internal dan eksternal 
 Mempersiapkan laporan bulanan, triwulan, dan tahunan","Nusantara Sakti Group adalah perusahaan yang bergerak di berbagai unit usaha. 
 Beberapa unit usahanya ialah : 
 
 Dealer Resmi Sepeda Motor Honda 
 Bengkel Resmi Sepeda Motor Honda (AHASS) 
 Pembiayaan Multiguna Motor (M2W) 
 Pembiayaan Multiguna Mobil (M4W) & Mortgage 
 Jasa Pengiriman dan Ekspedisi 
 Distibutor (Honda Genuine Parts, Honda Genuine Oil, Indoparts, Federal Oil, Pertamina Oil) 
 Property 
 Ivaro Furniture","career growth, medical coverage, thr financial benefits, near public transport work environment and facilities",True,https://glints.com/id/opportunities/jobs/data-analyst/b24b76f9-7239-4c3d-a633-4687db86226f
Data Analyst,Program Development,FULL_TIME,Data Analyst,2026-03-11T09:54:05.172Z,2026-04-11,PT Handaru Utama Nityasa (Humanis Group),https://home.humanisgroup.co.id/,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6c1eabda7e8fac7630df2555c184b570.jpg,"Jl. Bangka Raya No.42, RT.2/RW.5, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720",Jakarta Selatan,DKI Jakarta,ID,-6.33611,106.82083,,,,,"Python, Microsoft SQL Server, Tableau, SQL, Data Analysis, Statistics, Redis, Microsoft Excel, Power BI, Data Visualization",12.0,bachelor degree,"We are currently looking for a Data Analyst to join our team on a 1-year contract, with the opportunity to become a permanent employee based on performance. 
 
 Qualifications: 
 
 Minimum 1 year of experience as a Data Analyst (fresh graduates are welcome to apply with a portfolio) 
 Strong knowledge of Microsoft Excel 
 Strong analytical thinking and attention to detail 
 Able to work independently and meet deadlines 
 
 
 Responsibilities: 
 
 Collect, process, and analyze data to support business decisions 
 Prepare regular reports and data dashboards 
 Provide data-driven insights to management 
 Ensure data accuracy and integrity",,,True,https://glints.com/id/opportunities/jobs/data-analyst/a862564d-a22f-45bc-9195-b95669965e33
Data Analyst,Consumer Goods,FULL_TIME,Data Analyst,2025-09-19T07:51:05.993Z,2026-04-13,PT Habbie Bangun Aromatik (Habbie Aromatic),http://www.habbie.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9e569e1f87303b2ce109d1380712a098.jfif,"Jl. Kranggan No.20, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Yogyakarta,DI Yogyakarta,ID,-7.78333,110.36528,,,,,"Data Visualization, Microsoft Excel, Data Analysis, Statistics, IBM SPSS",12.0,bachelor degree,"Halo! Kami dari Habbie, sedang mencari Data Analyst yang bertanggung jawab untuk mengelola, menganalisis, serta menyajikan data agar dapat mendukung kebutuhan pengembangan sistem, khususnya dalam mendukung tim Web Developer melalui manajemen database yang akurat, efisien, dan mudah diakses. Posisi ini menjadi penghubung penting antara data mentah dengan strategi bisnis sekaligus kebutuhan teknis pengembangan aplikasi internal perusahaan. 
 
 Habbie adalah sebuah startup retail skala nasional yang berpusat di Yogyakarta. Habbie bergerak di industri Retail atau FMCG dengan produk-produk seperti minyak telon, cajuput, parfum, dan hair oil. Kami bangga menyediakan produk berkualitas tinggi untuk memenuhi kebutuhan konsumen kami dan menciptakan tempat kerja yang nyaman di mana karyawan bisa belajar, tumbuh, dan menjadi versi terbaik dari diri mereka. 
 
 Visi kami di PT Habbie Bangun Aromatik adalah menjadi merek yang paling terkenal, dibicarakan, disukai, dan diinginkan oleh ibu dan bayi. Kami berkomitmen untuk menjadi tempat kerja yang hebat, tempat orang bisa belajar, berkembang, dan mencapai potensi maksimal mereka. Selain itu, kami bercita-cita menjadi organisasi yang efektif, ringkas, menguntungkan, dan bergerak cepat, serta membangun jaringan mitra yang saling menguntungkan dan loyal. 
 
 Tugas & Tanggung Jawab: 
 
 Mengumpulkan, membersihkan, dan mengelola data dari berbagai sumber. 
 Membangun dan memelihara struktur database untuk mendukung aplikasi internal/web. 
 Membuat query dan prosedur untuk kebutuhan Web Developer dan tim IT. 
 Mengoptimalkan performa database agar lebih cepat, aman, dan efisien. 
 Menyediakan dataset yang valid untuk keperluan analisis, reporting, dan pengembangan aplikasi. 
 Membuat laporan, dashboard, dan visualisasi data untuk mendukung pengambilan keputusan bisnis. 
 Menjaga kualitas, integritas, dan keamanan data. 
 
 
 Kualifikasi: 
 
 Pendidikan minimal S1 di bidang Statistik, Matematika, Ekonomi, Ilmu Komputer, Sistem Informasi, atau jurusan terkait. 
 Pengalaman kerja minimal 1–2 tahun sebagai Data Analyst atau Database Support (fresh graduate dengan portofolio dipertimbangkan). 
 Mahir dan menguasai analisis data menggunakan Excel. 
 Memahami tools analisis data (Excel advance, Python/R, atau software statistik lainnya). 
 Berpikir analitis, detail-oriented, dan mampu menyederhanakan data kompleks. 
 Keterampilan komunikasi yang baik, khususnya dalam menjembatani kebutuhan bisnis dan kebutuhan teknis Web Developer. 
 
 
 Kenapa Habbie? 
 Bergabunglah dengan kami dan rasakan suasana kerja yang santai namun penuh peluang untuk berkembang. Kami sangat mendukung perkembangan diri Anda dengan manajer berpengalaman dan subsidi untuk berbagai pelatihan. Nikmati sedikit fleksibilitas dalam waktu kerja dan manfaatkan fasilitas makan siang gratis, snack, serta acara kantor yang seru. 
 
 Lokasi Kantor 
 Kantor kami berada di tengah kota Yogyakarta, kantor dekat dengan Transjogja, stasiun kota Yogyakarta, tempat makan, Cafe, Pom bensin, dan pusat perbelanjaan. Kantor juga dekat dengan Ikon kota Yogyakarta, yaitu Tugu Yogya. Lingkungan sekitar aman, nyaman, dan tenang, serta dilengkapi dengan tempat parkir yang memadai dan akses mudah ke transportasi umum seperti Transjogja.","PT Habbie Bangun Aromatik 
 A company that focus on Aromatic by Nature based product. Our core competencies are strong culture and technology based-online. 
 With our passion as millenial generation, we provide unique product and brand that have added value to community. Love, Passion, Innovation, Customer Satisfaction, and Family, are the five pillar of our company core values. 
 Our tagline is ""Delivering love, passion, and kindness trough Aromatic by Nature All Around The World.""","medical coverage, career growth, professional development, team building events, insurance, free food and beverages",True,https://glints.com/id/opportunities/jobs/data-analyst/89bce727-1aae-4095-bfb6-e74c2933d1d3
Data Analyst,Information Technology and Services,CONTRACTOR,Data Analyst,2026-03-30T04:15:23.621Z,2026-04-30,Tamtech International,https://tamtech.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9d240240a35943a4760dacc37c6c7617.jpg,"Jalan Ring Road Utara No 29 Caturtunggal, Depok, Mlati, Sleman, Daerah Istimewa Yogyakarta 55284",Sleman,DI Yogyakarta,ID,-7.76667,110.40972,6000000.0,7000000.0,IDR,MONTH,"SQL, Power BI, Redis, Python, Statistics, Data Visualization, Tableau, Data Analysis",12.0,bachelor degree,"We are currently looking for a Data Analyst to join our team for a Smart City Enterprise Architecture project. In this role, you will serve as the core driver for defining data structures, governance, and integration models. You will work closely with Business Analysts and Architecture Leaders to translate business requirements into comprehensive data architecture blueprints. 
 
 Key Responsibilities: 
 
 Identify, classify, and document data entities, data flows, and master data models across the domain 
 Analyze current data landscapes and integration workflows within the assigned Smart City domain 
 Map and document data governance policies, security standards, and compliance frameworks 
 Identify data quality gaps, integration bottlenecks, and opportunities for data interoperability 
 Ensure strict alignment between data architecture models and the overall business objectives 
 
 
 Job Requirements: 
 
 Bachelor's degree in Data Science, Computer Science, Information Systems, Statistics, or a related field 
 Proven experience as a Data Analyst, Data Architect, or Enterprise Data practitioner 
 Solid understanding of Enterprise Architecture principles; familiarity with the TOGAF framework is highly preferred 
 Proficiency in data modeling techniques (conceptual, logical, physical) and tools (e.g., ERD, ArchiMate) 
 Strong analytical skills with the ability to design standardized data structures without over-engineering the technical database design 
 Excellent communication and stakeholder management skills, with experience facilitating review workshops 
 Experience in smart city, government public services, or large-scale data integration projects is a significant plus 
 Willingness to travel and work on-site (hybrid arrangement) to project locations for stakeholder workshops and executive reviews","Software Design and Development Consultancy 
 Tamtech International is an IT consultancy agency established in January 2019. We specialize in Design, Development, Management, and Consulting services. Our young and dynamic team is driven by our core values to provide high-quality solutions tailored to our clients' needs. We prioritize innovation and excellence, staying up-to-date with industry trends and utilizing cutting-edge technology. Our goal is to exceed expectations and be a trusted partner in our clients' success.","thr financial benefits, free food and beverages, vacation and leaves",True,https://glints.com/id/opportunities/jobs/data-analyst/3251658f-e26a-49c5-8640-00217f5f02b7
Data Analyst,Distributor,FULL_TIME,Data Analyst,2026-03-27T08:58:47.55Z,2026-04-27,CV Dinamika Artha Persada,https://id.jobstreet.com/companies/dinamika-artha-persada-168558967614890,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b408701d76f96c55914663b05491317c.png,"Jl. T. Amir Hamzah No. 62 C Helvetia, Medan, Sumatera Utara",Medan,Sumatera Utara,ID,3.60389,98.63222,5000000.0,7000000.0,IDR,MONTH,"SQL, Data analysis, Power BI",12.0,bachelor degree,"Kualifikasi : 
 
 Pendidikan Minimal S1 Jurusan Statistika, Matematika, Fisika, Teknik Informatika atau bidang terkait. 
 Pengalaman minimal 1 tahun di bidang Data Analyst / Data Administrator. 
 Mahir menggunakan Microsoft Excel, khususnya dalam pengolahan data dalam jumlah besar. 
 Mampu memvisualisasikan data dengan menggunakan Power BI atau Tableau. 
 Domisili dan Penempatan di Medan. 
 
 
 Deskripsi Pekerjaan : 
 
 Menganalisa, menyajikan dan menginterpretasikan data 
 Melakukan pengecekan data penjualan sesuai dengan skema yang berlaku 
 Menyajikan laporan pencapain target cabang 
 Melakukan validasi terkait data/dokumen untuk keperluan klaim program","CV Dinamika Artha Persada (DAP) adalah perusahaan distribusi ban di Indonesia, didirikan di kota Medan pada tahun 2016 sebagai distributor ban merek Swallow & Delium. Produk yang tersedia mulai dari ban sepeda; ban motor; ban mobil; ban industrial sampai ke ban alat pertanian.","vacation and leaves, career growth, medical coverage",True,https://glints.com/id/opportunities/jobs/data-analyst/380421d2-b715-4666-a4c9-2a83bff4fe10
Data Analyst,Information Technology and Services,FULL_TIME,Data Analyst,2026-03-27T07:35:13.721Z,2026-04-27,Pt Kreator Solusi Informasi,http://www.kreators.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/100e00d7d73862701aae99912207ca06.png,"Ruko Manyar Megah Indah Plaza H-7, Jl Ngagel Jaya Selatan, Kel. Baratajaya, Kec. Gubeng",Surabaya,Jawa Timur,ID,-7.27972,112.75611,3712000.0,5568000.0,IDR,MONTH,"Tableau, Data Integration, Data Analysis, Microsoft SQL Server, Data Engineering, Database Systems, Power BI",12.0,bachelor degree,"PENEMPATAN  : JAKARTA TIMUR dan SURABAYA 
 
 Deskripsi Pekerjaan 
 Bertanggung jawab merancang, membangun, dan memelihara infrastruktur data yang andal untuk mendukung kebutuhan bisnis dan analitik. Termasuk di dalamnya pembuatan pipeline ETL/ELT, integrasi data dari berbagai sumber, optimasi performa sistem data, serta kolaborasi dengan tim data analytics dan engineering.  
 
 Tugas spesifik: 
 
 Merancang, Mengimplementasikan, mengoptimasi, dan mengotomasi pipeline ETL/ELT serta memantau performanya untuk memastikan reliabilitas jangka panjang. 
 Membangun dan memelihara arsitektur data warehouse/data lake yang scalable serta menjamin kualitas, konsistensi, dan ketersediaan data.B120 
 Bekerja sama dengan data analysts, data scientists, dan tim produk untuk memenuhi kebutuhan data dan analitik. 
 Mengekstrak dan menyiapkan data terstruktur dari data warehouse untuk kebutuhan training AI; akan diajarkan jika belum berpengalaman 
 
 
 Kualifikasi 
 
 Minimal S1 di bidang Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Data Sceince atau bidang terkait. 
 Fresh graduate dipersilakan melamar. Pengalaman kerja sebagai data Engineer atau peran terkait menjadi nilai tambah. 
 Wajib menguasai Python untuk pengolahan data, scripting, dan automasi. 
 menguasai SQL dan konsep dasar pengelolaan database. 
 Berpengalaman atau Familiar menggunakan database Microsoft SQL Server dan PostgreSQL. 
 Memahami konsep ETL/ELT, data modeling, dan data pipeline. 
 Familiar dengan Microsoft Power Automate menjadi nilai tambah. 
 Memiliki kemampuan analitis yang baik, terbiasa Bekerja dengan data terstruktur, dan mampu Bekerja mandiri maupun dalam tim.","Kami   adalah sekumpulan professional di bidang teknologi informasi di   Surabaya.        Visi kami adalah menjadi   perusahaan software development yang dinamis dengan didukung tenaga   profesional di bidangnya untuk   memberikan solusi terbaik bagi channel kami dan masyarakat.          Misi kami menjadi perusahaan   yang tumbuh secara sehat melalui produk-produk solusi IT yang dapat diterima   oleh masyarakat dan memotivasi seluruh elemen di dalamnya untuk berkreasi   secara   berkesinambungan dalam   mendeliver solusi terbaik sesuai dengan perkembangan teknologi dan   kebutuhan masyarakat. 
 Kami juga merupakan Partner dari PT TERA DATA INDONUSA (AXIOO BRAND) sehingga tidak perlu diragukan lagi untuk Kemampuan dan Kinerja perusahaan kami.","bpjs tenaga kerja insurance and health, thr financial benefits, medical coverage",True,https://glints.com/id/opportunities/jobs/data-analyst/d7999800-5e92-4016-81f9-568d1d149ad4
